#x,y,z,qx,qy,qz,qw
-0.004746344,-0.002330184,0.010134429,-0.0048444667,0.0017232323,0.0015573591,0.9999855
-0.004738752,-0.002344966,0.010141343,-0.004962504,0.0017860008,0.0017242726,0.9999846
-0.0047408566,-0.0023664236,0.010145366,-0.005024751,0.0017322735,0.0016703316,0.99998444
-0.0047379658,-0.002384305,0.010155827,-0.00516182,0.0018508901,0.0018497687,0.99998325
-0.0047327876,-0.0024112463,0.010156333,-0.0051988536,0.0018160986,0.0018305904,0.99998313
-0.004737161,-0.0024303198,0.010153741,-0.005317666,0.0017663648,0.0018463021,0.9999826
-0.0047333203,-0.0024580956,0.010158569,-0.005509864,0.0018156366,0.0020097827,0.99998116
-0.0047361515,-0.0024709702,0.010161877,-0.0056155035,0.0016931711,0.0021129823,0.99998057
-0.0047360174,-0.0024888515,0.010171831,-0.0057482985,0.0017226805,0.0022628251,0.99997944
-0.0047355704,-0.0025178194,0.010178179,-0.005726434,0.0017289489,0.0022222397,0.9999796
-0.004733883,-0.002542615,0.010179102,-0.0058310735,0.0018195385,0.002341412,0.9999786
-0.004743457,-0.002562642,0.010180205,-0.005833546,0.0017620764,0.0023848284,0.9999786
-0.0047374256,-0.0025863647,0.010192126,-0.005933508,0.0017443411,0.002401895,0.99997795
-0.004740007,-0.0026099682,0.010200173,-0.005946285,0.0018015275,0.0026267364,0.99997723
-0.0047397614,-0.0026313066,0.010205209,-0.0060643973,0.0017387719,0.0028402326,0.99997604
-0.004737489,-0.0026533604,0.010212868,-0.00611038,0.001775914,0.002905939,0.9999755
-0.004730478,-0.0026841164,0.010217488,-0.0062986882,0.0018329221,0.0029852341,0.999974
-0.0047185794,-0.002708912,0.010228395,-0.006266462,0.0018266897,0.002925932,0.9999744
-0.004711639,-0.0027292967,0.010238379,-0.006413081,0.0018002525,0.0030310645,0.9999732
-0.004706446,-0.002750039,0.010236502,-0.0064186007,0.0017606231,0.0032547377,0.9999726
-0.004706677,-0.0027776957,0.010239989,-0.006446833,0.0017595117,0.0032332868,0.99997246
-0.004683327,-0.0028053522,0.01024285,-0.006674387,0.0017850316,0.0034377999,0.9999702
-0.004675735,-0.0028213263,0.010248542,-0.0066020694,0.0018523709,0.0033769505,0.9999708
-0.0046587177,-0.002837181,0.010248154,-0.0065930723,0.001757162,0.0034795743,0.9999707
-0.0046435,-0.0028511286,0.0102413595,-0.00686786,0.0017872353,0.0037019853,0.99996793
-0.00462747,-0.0028665066,0.010242492,-0.006898244,0.0018384405,0.003719822,0.9999676
-0.004614372,-0.002884388,0.010238558,-0.0070125265,0.0018518814,0.0038438295,0.9999663
-0.004594531,-0.0029036999,0.010233432,-0.0071401936,0.0017925522,0.0038624308,0.9999654
-0.004580915,-0.0029075146,0.010224402,-0.007139116,0.0017069405,0.00406365,0.9999648
-0.004560191,-0.0029166937,0.010219842,-0.0072537977,0.0016954636,0.0041248896,0.99996376
-0.0045380294,-0.0029277802,0.010204643,-0.007226505,0.0017494035,0.0039666505,0.9999645
-0.00451456,-0.002928853,0.010195434,-0.00737393,0.0017407447,0.003967871,0.9999634
-0.0044936948,-0.0029480457,0.010179013,-0.00741106,0.0017228213,0.004107344,0.9999626
-0.0044679604,-0.0029512644,0.010172904,-0.007528591,0.001712725,0.004205431,0.9999613
-0.0044381917,-0.0029460192,0.010157496,-0.0075893025,0.001634613,0.0042605987,0.9999608
-0.004419215,-0.0029443502,0.01014331,-0.007420643,0.0016307697,0.0042041317,0.9999623
-0.0043898895,-0.0029463768,0.010129154,-0.0074135256,0.001553224,0.004038302,0.99996316
-0.00435964,-0.0029389858,0.010115683,-0.007408566,0.0014837477,0.0042122263,0.99996257
-0.0043398105,-0.0029517412,0.010105193,-0.0075225327,0.0014253472,0.004015286,0.9999626
-0.004303504,-0.002940178,0.010081589,-0.007578155,0.0014196055,0.0042597633,0.9999612
-0.0042770766,-0.0029414892,0.010065824,-0.007613312,0.0014164207,0.0042679207,0.9999609
-0.00425376,-0.0029556751,0.010040164,-0.0076164166,0.0012698644,0.004287502,0.99996096
-0.004225597,-0.0029466152,0.010020137,-0.007661746,0.0013082512,0.004449352,0.9999599
-0.004192602,-0.0029395819,0.00999698,-0.0077730305,0.0013025462,0.0045994837,0.99995834
-0.004167266,-0.0029267073,0.00997296,-0.0076846923,0.0011969892,0.0044697192,0.99995977
-0.0041430183,-0.0029103756,0.009950668,-0.007709676,0.0011953444,0.0044176932,0.99995977
-0.004115913,-0.0029126406,0.0099231005,-0.007941759,0.0011482951,0.0046571516,0.99995697
-0.0040758364,-0.0029119253,0.009893954,-0.007886542,0.0010648584,0.004469719,0.99995834
-0.0040424056,-0.0029085875,0.009859711,-0.007891429,0.001150893,0.004392438,0.9999585
-0.0040112026,-0.002907157,0.009829521,-0.008037167,0.0010647909,0.004431913,0.9999573
-0.00397991,-0.0028874874,0.009803534,-0.007955107,0.0009251555,0.0043581026,0.99995846
-0.0039418973,-0.0028812885,0.009771973,-0.008082834,0.00093136885,0.0041742497,0.99995816
-0.0039136373,-0.0028818846,0.009739697,-0.008099309,0.00082929677,0.0039546806,0.99995905
-0.0038753226,-0.0028659105,0.009705871,-0.008202266,0.00070874364,0.004139264,0.9999575
-0.0038455129,-0.0028506517,0.009678811,-0.008305336,0.00063699676,0.004232674,0.9999563
-0.0038128458,-0.0028393269,0.009650886,-0.008484107,0.00063801894,0.0043719113,0.9999542
-0.0037792474,-0.0028182268,0.00962612,-0.0083586285,0.0005583291,0.004417493,0.9999551
-0.0037561432,-0.002810359,0.009589344,-0.00845274,0.00050131395,0.00448301,0.9999541
-0.0037285574,-0.002802968,0.009557754,-0.008588193,0.00036011363,0.004440998,0.99995315
-0.0037003942,-0.0027831793,0.0095332265,-0.008897693,0.00040391015,0.004671534,0.9999494
-0.0036600456,-0.0027765036,0.009505212,-0.009034496,0.0003821444,0.004746238,0.99994785
-0.003637541,-0.0027631521,0.009470373,-0.009069244,0.0003467413,0.004690336,0.9999478
-0.0036064796,-0.002736926,0.00943771,-0.00918892,0.00027026475,0.004912421,0.99994564
-0.0035796203,-0.002716899,0.009404868,-0.0090186875,0.00023356885,0.004893248,0.9999473
-0.003540013,-0.0026940107,0.009376198,-0.009380057,0.0001180045,0.005333334,0.99994177
-0.0035212599,-0.0026919842,0.009344459,-0.009324288,9.199081e-05,0.0052705817,0.9999426
-0.0034846254,-0.0026760101,0.009311795,-0.009518077,-5.4930235e-05,0.0054154373,0.99994004
-0.0034537055,-0.002657771,0.009279847,-0.009641662,-3.9665367e-05,0.0054965727,0.99993837
-0.0034201033,-0.0026552677,0.009248793,-0.009554404,-0.00013206108,0.0052269828,0.9999407
-0.0033828057,-0.002628088,0.009218037,-0.009969135,-2.72068e-05,0.0057188175,0.99993396
-0.0033460706,-0.0026091337,0.009186268,-0.010170425,-7.135485e-05,0.0058473027,0.99993116
-0.0033161156,-0.0025861263,0.009146273,-0.0103738215,-7.946821e-05,0.0059733624,0.99992836
-0.0032783821,-0.002572775,0.009111613,-0.010424693,-0.00013923936,0.005902499,0.99992824
-0.0032427832,-0.0025732517,0.00907585,-0.010219376,-0.00019565095,0.0055638854,0.9999323
-0.0032079294,-0.002559781,0.009038866,-0.010321051,-0.00011261156,0.0053851074,0.9999322
-0.0031636767,-0.0025440454,0.009008437,-0.01040266,-8.182415e-05,0.0053098034,0.99993175
-0.0031231716,-0.0025348663,0.008972228,-0.010441034,-0.00014863009,0.0051976983,0.999932
-0.003085889,-0.0025219917,0.0089380145,-0.0105843395,-0.00011840286,0.005314619,0.99992985
-0.0030416325,-0.0025178194,0.008903414,-0.010542191,-0.00013486014,0.0050306525,0.99993175
-0.0029917918,-0.0025109053,0.008857548,-0.010482604,-0.000216058,0.0050280658,0.99993235
-0.002957575,-0.0025069714,0.008811563,-0.010388073,-0.00014017551,0.004805992,0.9999345
-0.0029131584,-0.0024746656,0.00877738,-0.010745565,-7.9025405e-05,0.0052645225,0.99992836
-0.0028832033,-0.0024760962,0.008744389,-0.010499558,-0.00027280982,0.0047915378,0.99993336
-0.0028357804,-0.0024555922,0.00870496,-0.010735844,-0.00029385887,0.005015163,0.9999297
-0.0027939156,-0.0024389029,0.008670896,-0.010777181,-0.00030307067,0.0049096686,0.99992985
-0.0027610287,-0.0024328232,0.008631647,-0.010768401,-0.0002997835,0.0047388957,0.99993074
-0.0027234294,-0.002428174,0.008591294,-0.010725264,-0.00037992274,0.004777819,0.999931
-0.002689615,-0.0024178028,0.008554667,-0.0106689185,-0.0004286528,0.004715718,0.9999319
-0.0026495792,-0.0024027824,0.0085089505,-0.010722722,-0.00045863187,0.004832001,0.99993074
-0.0026075542,-0.0023926497,0.008465618,-0.010574357,-0.00050848944,0.004691004,0.99993294
-0.0025670342,-0.002370596,0.00841552,-0.010617129,-0.00066930114,0.0047206054,0.9999322
-0.0025306158,-0.002363205,0.008364618,-0.010742692,-0.0006268331,0.004707341,0.99993104
-0.0024924949,-0.0023585558,0.008298814,-0.010790836,-0.00066232315,0.0046813036,0.9999306
-0.0024501346,-0.0023422241,0.008241057,-0.010788293,-0.00070053636,0.004620495,0.99993086
-0.0024051815,-0.0023485422,0.008179396,-0.010961073,-0.00068059814,0.0046744626,0.9999288
-0.002358254,-0.0023508072,0.008109987,-0.011050093,-0.0006200524,0.0045722346,0.9999283
-0.0023101233,-0.0023425817,0.008034676,-0.011245453,-0.0006226531,0.004551728,0.9999262
-0.002260942,-0.0023258924,0.007949501,-0.011386089,-0.0006545534,0.0049466207,0.99992275
-0.0022094585,-0.0023219585,0.007874668,-0.011491334,-0.0006479507,0.0049127266,0.9999217
-0.0021534339,-0.0023180246,0.007795751,-0.011559041,-0.00066301425,0.005138383,0.9999198
-0.0021081865,-0.002310872,0.0077034235,-0.01162984,-0.0007456602,0.005239988,0.99991834
-0.002057273,-0.0023111105,0.007606536,-0.011792872,-0.0009502983,0.0053174035,0.99991584
-0.0020071678,-0.0023024082,0.007523179,-0.01204503,-0.0011146653,0.0056302506,0.99991095
-0.0019559525,-0.0022953749,0.0074267983,-0.0121922,-0.0011676891,0.0058116666,0.9999081
-0.0019044057,-0.002280116,0.0073194504,-0.012092183,-0.0013559685,0.0060796654,0.9999075
-0.00185249,-0.0022616386,0.007216871,-0.012081439,-0.0013917922,0.006258996,0.9999064
-0.0017987117,-0.0022400618,0.0071251392,-0.012487502,-0.0014682547,0.006537722,0.99989957
-0.0017386153,-0.0022290945,0.0070260763,-0.0128594795,-0.0016440635,0.0069752266,0.99989164
-0.0016780831,-0.002203703,0.006914228,-0.013267356,-0.001710215,0.007418011,0.999883
-0.0016198009,-0.002191782,0.0068049133,-0.013283387,-0.0018324683,0.0075177085,0.9998818
-0.0015544035,-0.0021694899,0.0066978037,-0.013404049,-0.0018472222,0.0076622465,0.9998791
-0.001486145,-0.0021442175,0.006581217,-0.013764254,-0.00204428,0.007992377,0.99987125
-0.0014158227,-0.0021127462,0.006465614,-0.013699029,-0.0021791211,0.008042814,0.99987143
-0.0013381392,-0.0020771027,0.0063414574,-0.013856914,-0.0023258673,0.008248391,0.99986726
-0.0012602247,-0.0020358562,0.0062226653,-0.0140995765,-0.0024326313,0.008370871,0.9998626
-0.0011722147,-0.001998663,0.006088197,-0.014198656,-0.002407973,0.008293185,0.9998619
-0.0010790825,-0.0019567013,0.0059384108,-0.014211802,-0.002377244,0.0082647735,0.999862
-0.0009803548,-0.0019205809,0.005795181,-0.014399827,-0.0023930117,0.008413292,0.9998581
-0.00088044256,-0.0018873215,0.005658418,-0.014590385,-0.0025737996,0.008568339,0.99985355
-0.0007844679,-0.0018577576,0.005506605,-0.014713591,-0.0025879291,0.008595628,0.99985147
-0.00067909434,-0.0018123388,0.0053366125,-0.0149400495,-0.002890884,0.008756803,0.99984586
-0.0005646758,-0.0017637014,0.0051740706,-0.014790335,-0.0030586082,0.008125267,0.9998529
-0.0004570298,-0.0017200708,0.005024612,-0.014913969,-0.0032460894,0.008016973,0.9998514
-0.00034416094,-0.001670599,0.0048542917,-0.015141394,-0.003482334,0.008086987,0.9998466
-0.00023087114,-0.0016150475,0.0046671033,-0.015208971,-0.0038074965,0.00823076,0.9998432
-0.00011011213,-0.0015577078,0.0044823587,-0.014960264,-0.004015306,0.007901281,0.9998488
0.0,-0.0015101433,0.0043067634,-0.015387887,-0.0041967644,0.008503279,0.9998366
0.00011908263,-0.0014383793,0.004132837,-0.015493199,-0.0042663086,0.008919152,0.9998311
0.00024268776,-0.0013525486,0.003939271,-0.01567626,-0.0045281574,0.009518801,0.9998216
0.00037263334,-0.0012588501,0.0037473738,-0.015974088,-0.004799588,0.010024519,0.99981064
0.0004973598,-0.0011774302,0.0035625696,-0.01596402,-0.005043025,0.010328512,0.9998065
0.0006238669,-0.0010796785,0.0033746958,-0.016055,-0.0053372313,0.010512468,0.99980164
0.00076844543,-0.0009884834,0.0031783879,-0.015753562,-0.00584547,0.010456916,0.99980414
0.00090730935,-0.00089359283,0.0029919147,-0.015689595,-0.006222186,0.010271207,0.9998048
0.0010435134,-0.00079476833,0.0028155744,-0.016049912,-0.006471978,0.0102760345,0.99979746
0.0011889599,-0.0007020235,0.0026313066,-0.016281286,-0.006734237,0.010227064,0.99979246
0.0013502538,-0.00061643124,0.0024306774,-0.0163531,-0.006856376,0.009654616,0.9997962
0.0015109293,-0.00053429604,0.0022352636,-0.016381387,-0.0068758144,0.0090733105,0.999801
0.0016666278,-0.00045967102,0.002043724,-0.016550634,-0.007000351,0.008867293,0.9997992
0.0018337369,-0.00038671494,0.0018492639,-0.016405609,-0.0070998115,0.00869733,0.99980235
0.0020144545,-0.0002861023,0.0016367435,-0.016508665,-0.007076498,0.008867295,0.9997994
0.0021834895,-0.00018429756,0.0014160275,-0.016632587,-0.007268466,0.009143036,0.99979347
0.0023794882,-6.723404e-05,0.0012175143,-0.016853882,-0.0074491906,0.009345128,0.99978656
0.0025773086,2.7656555e-05,0.0010076463,-0.017183304,-0.007830103,0.010039702,0.9997713
0.002769716,0.00014066696,0.0007841885,-0.01729811,-0.008255592,0.010124515,0.99976504
0.002973251,0.00028002262,0.000572294,-0.017449776,-0.008511516,0.010368558,0.99975777
0.003177002,0.00039982796,0.0003710091,-0.017270712,-0.008767828,0.010516583,0.9997571
0.0033769906,0.000516057,0.00015798211,-0.017315734,-0.009132304,0.010658959,0.9997515
0.003575869,0.0006504059,-6.467104e-05,-0.017061152,-0.009436993,0.010176951,0.9997581
0.0037800856,0.0007610321,-0.0002926588,-0.016983101,-0.009679667,0.009863107,0.99976027
0.003980756,0.00086021423,-0.0005107522,-0.01706535,-0.0100237345,0.009689271,0.99975723
0.0041798614,0.0009778738,-0.0007237792,-0.017484482,-0.010297461,0.009527732,0.9997487
0.00440415,0.001106143,-0.0009652972,-0.018061997,-0.010639834,0.009109469,0.99973875
0.004622765,0.001241684,-0.0012195706,-0.018442614,-0.010904238,0.009070402,0.9997293
0.0048238784,0.0013715029,-0.0014471412,-0.018937077,-0.011142178,0.009433593,0.9997141
0.0050385445,0.0015164614,-0.0016849637,-0.019512178,-0.011215109,0.009804341,0.99969864
0.0052760206,0.0016528368,-0.0019451082,-0.01966644,-0.011479946,0.010075006,0.99968994
0.0055038743,0.0018060207,-0.0021879673,-0.019412084,-0.011774845,0.010015449,0.9996921
0.005731486,0.001972556,-0.0024199188,-0.019766636,-0.012084075,0.010460975,0.9996768
0.0059794933,0.0021275282,-0.0026579201,-0.019975524,-0.012492473,0.010339778,0.99966896
0.0062197,0.0022860765,-0.0029227138,-0.02009107,-0.012934505,0.010126637,0.9996632
0.0064235516,0.0024487972,-0.0031764805,-0.019997193,-0.013514348,0.010242681,0.9996562
0.006634008,0.0025974512,-0.003418982,-0.020112768,-0.013700745,0.010156959,0.9996522
0.006846372,0.0027600527,-0.0036757886,-0.020566547,-0.013910372,0.01040741,0.99963754
0.0070816763,0.002957344,-0.0039734542,-0.020928336,-0.014303948,0.010542343,0.99962306
0.007313106,0.0031421185,-0.0042740703,-0.021070022,-0.014362644,0.01040375,0.9996207
0.0075486414,0.0033043623,-0.004552096,-0.021318087,-0.014613069,0.010660841,0.9996091
